2;3
2;6
2;5
2;4
7;8
7;9
7;10
7;11
7;12
13;14
13;15
13;16
13;17
13;18
19;20
19;21
19;22
19;23
19;24
4;Aa
7;Fb
13;Fc
19;Fd
62;69
62;68
62;67
62;66
62;65
62;64
62;63
26;Fa
26;61
26;29
26;38
26;37
26;36
26;35
26;32
26;28
26;27
29;30
29;31
29;33
29;34
38;39
38;40
38;41
38;42
37;55
36;49
35;43
55;60
55;59
55;58
55;57
55;56
49;50
49;51
49;52
49;53
49;54
43;44
43;45
43;46
43;47
43;48
46;Ab
58;Ad
52;Ac
